food_id,food_name,food_name_clean,calories_100g,protein_100g,fat_100g,carbohydrate_100g,image_url,source,zero_calorie_flag,calorie_inconsistent_flag,calorie_macro_diff,cooking_category,main_ingredient,meal_time,contains_gluten,contains_dairy,contains_nuts,contains_peanut,contains_seafood,contains_egg,contains_soy,contains_celery,contains_mustard,contains_sesame,contains_sulfite,contains_other,contains_unknown,confidence,allergen_sources,label_sources,allergen_match_count,merge_status,food_category,food_category_source,base_ingredient,base_ingredient_tags,recipe_reference_match,recipe_reference_source,recipe_reference_title,recipe_ingredients_reference,suitable_breakfast,suitable_lunch,suitable_dinner,meal_time_tags,primary_meal_time,feature_rule_version,context_correction_notes,menu_reference_match,menu_reference_source,menu_reference_title,menu_reference_category,menu_reference_meal_time,ingredient_only_flag,raw_ingredient_flag,is_recommendable_food,recommendation_item_type,recommendation_confidence,recommendation_exclusion_reason,halal_status,is_halal_candidate,contains_non_halal_ingredient,non_halal_ingredient_tags,halal_review_reason,halal_confidence,halal_rule_version,menu_ready_rule_version,pairing_group,pairing_role,pairing_notes,pairing_suitability_notes,cleaning_action,cleaning_reason,meal_template_role,meal_combo_valid,image_url_status,image_url_source,image_url_rule_version
FD0011,asinan bogor sayuran,asinan bogor sayuran,98.0,3.9,2.6,14.8,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,indonesian_food_nutrition_dataset,0,0,-0.2,other,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,sayuran,fallback,unknown,,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,menu,medium,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,cooked_or_ready_vegetable,vegetable,traditional_vegetable_pairing,main_meal_component,keep,,vegetable,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0012,ayam goreng kentuckysayap,ayam goreng kentuckysayap,297.0,35.9,15.2,1.6,https://img-global.cpcdn.com/recipes/2ecb088a495ef73a/680x482cq70/ayam-goreng-kentucky-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,10.2,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0013,ayam ampela goreng,ayam ampela goreng,270.0,32.3,11.2,9.9,https://cdn1-production-images-kly.akamaized.net/MldE3BInsLHr9JgPKFlsYtmbV-E=/0x344:5472x3428/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3142898/original/027275800_1591175314-shutterstock_188934800.jpg,indonesian_food_nutrition_dataset,0,0,0.4,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0014,ayam goreng church texa sayap,ayam goreng church texa sayap,295.0,34.0,16.0,1.5,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,indonesian_food_nutrition_dataset,0,0,9.0,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0015,ayam goreng church texas dada,ayam goreng church texas dada,338.0,35.2,20.6,0.4,https://i0.wp.com/harga.web.id/wp-content/uploads/Harga-Texas-Chicken-Reguler-dan-Promo.jpg?fit=680%2C300&ssl=1,indonesian_food_nutrition_dataset,0,0,10.2,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0016,ayam goreng kalasan paha,ayam goreng kalasan paha,275.0,37.4,12.2,1.3,https://thumb.viva.id/intipseleb/1265x711/2022/10/21/6352aa183c0c1-resep-ayam-goreng-kalasan.jpg,indonesian_food_nutrition_dataset,0,0,10.4,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0017,ayam goreng kentucky dada,ayam goreng kentucky dada,298.0,34.2,16.8,0.1,https://awsimages.detik.net.id/community/media/visual/2021/07/07/kirim-pesan-unik-kfc-2_43.jpeg?w=1200,indonesian_food_nutrition_dataset,0,0,9.6,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0018,ayam goreng kentucky paha,ayam goreng kentucky paha,286.0,32.1,16.1,1.1,https://img-global.cpcdn.com/recipes/d61db7c7021bcd27/680x482cq70/paha-kentucky-yummy-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,8.3,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0019,ayam goreng mbok berek dada,ayam goreng mbok berek dada,295.0,39.2,13.6,1.0,https://img-global.cpcdn.com/recipes/d15c8abab4246c58/680x482cq70/ayam-goreng-mbok-berek-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,11.8,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0020,ayam goreng paha,ayam goreng paha,287.0,31.0,15.7,1.7,https://cdn1-production-images-kly.akamaized.net/EwEm3hoNsTm-YZSonSqX2IlcAaY=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2938630/original/066858200_1571039590-shutterstock_153914045.jpg,indonesian_food_nutrition_dataset,0,0,14.9,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0021,ayam goreng pasundan dada,ayam goreng pasundan dada,246.0,37.9,9.0,0.7,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/6-C2DTTVLGUBJ3T6-C2DTTXDVTNJXLA/detail/menueditor_item_b01be5494e6b4600867dbcbc0dcd1ed2_1607529952400513906.webp,indonesian_food_nutrition_dataset,0,0,10.6,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0022,ayam goreng pasundan paha,ayam goreng pasundan paha,245.0,33.1,11.4,0.3,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE2021041504584013744/detail/menueditor_item_de1f8bfb500e483d903ccb2e25a29a7d_1618462649639007677.webp,indonesian_food_nutrition_dataset,0,0,8.8,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0023,ayam goreng pioneer dada,ayam goreng pioneer dada,295.0,37.4,14.7,0.6,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE20210726121341017693/detail/menueditor_item_428cb0ea19e44146a00e1cfbef85faae_1627524568218570621.webp,indonesian_food_nutrition_dataset,0,0,10.7,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0024,ayam goreng sukabumi dada,ayam goreng sukabumi dada,244.0,36.7,9.2,1.0,https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/d5baa5ea-bad6-4cc6-b6fe-a0c4a9a86979_Go-Biz_20211222_160332.jpeg,indonesian_food_nutrition_dataset,0,0,10.4,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0025,ayam goreng sukabumi paha,ayam goreng sukabumi paha,283.0,35.7,14.3,0.5,https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/60ef5b81-53d7-4375-a9a3-b7eb2aed3b2a_master-menu-item-image_1597233742745.jpg?resize=728%2C500,indonesian_food_nutrition_dataset,0,0,9.5,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0026,ayam taliwang masakan,ayam taliwang masakan,264.0,18.2,20.1,2.7,https://asset.kompas.com/crops/-oAqlkfrKHaqebhytdtKz-JV6ls=/4x0:1000x664/750x500/data/photo/2020/12/22/5fe16c7655542.jpg,indonesian_food_nutrition_dataset,0,0,-0.5,olahan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,keyword,ayam,ayam,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0027,ayam usus goreng,ayam usus goreng,473.0,45.2,26.3,13.9,https://img-global.cpcdn.com/recipes/fa7c9443ce9efcb5/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,-0.1,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,orang_a_cooking_category,ayam,ayam,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0028,babi hutan masak rica masakan,babi hutan masak rica masakan,491.0,24.6,16.3,0.2,https://img-global.cpcdn.com/recipes/3bb79acbfc908ed8/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,1,245.1,olahan,babi,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,fallback,daging_lain,daging_lain,False,,,,False,False,False,,lunch,name_based_label_fix_v4_pass2,"animal_base_daging_lain|halal_fix_v1: is_recommendable set False, non_halal babi",False,,,,,False,False,True,menu,high,,non_halal_or_review,False,True,pork,explicit_non_halal_keyword,high,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,unclear_food_context,unclear_food_context,keep,diselamatkan_ada_konteks_masak,protein,True,ok,original,google_image_refresh_v1
FD0029,bagea kelapa asin,bagea kelapa asin,450.0,3.2,13.9,78.1,https://resepkoki.id/wp-content/uploads/2018/02/Resep-Kue-Bagea.jpg,indonesian_food_nutrition_dataset,0,0,-0.3,other,other,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,snack_dessert,keyword,buah,buah,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
